Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.600,1.388,0.432,0.590,0.940,1.382,3.057,3.651,9.964,9.964,0.721
5,11.800,0.594,0.370,0.455,0.507,0.681,0.900,1.039,1.233,1.233,1.683
10,13.600,1.349,0.396,0.487,0.549,0.917,2.327,6.161,15.380,15.380,0.741
15,13.200,1.012,0.387,0.466,0.598,0.918,1.251,1.788,16.333,16.333,0.988
20,13.400,0.592,0.383,0.435,0.488,0.559,0.999,1.008,2.935,2.935,1.689
25,16.400,0.704,0.330,0.475,0.549,0.783,1.429,1.542,1.917,1.917,1.420
30,17.000,0.619,0.386,0.429,0.463,0.513,0.716,0.841,8.072,8.072,1.615
35,15.600,0.505,0.319,0.392,0.420,0.512,0.796,0.991,1.160,1.160,1.981
40,16.400,0.518,0.326,0.369,0.398,0.673,0.857,0.876,2.401,2.401,1.929
45,15.400,0.464,0.315,0.360,0.393,0.531,0.718,0.771,0.994,0.994,2.154
50,21.600,0.405,0.275,0.342,0.365,0.411,0.529,0.686,0.945,0.959,2.471
55,15.600,0.492,0.302,0.350,0.388,0.537,0.819,0.902,1.370,1.370,2.033
