Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.200,8.626,5.555,6.355,7.331,10.165,12.817,15.242,17.430,17.430,0.116
5,18.800,7.689,5.538,5.870,6.094,8.902,12.501,13.091,14.412,14.412,0.130
10,18.400,7.259,5.423,5.748,6.071,6.701,12.180,12.434,13.323,13.323,0.138
15,18.600,7.161,5.248,5.705,5.988,6.626,11.990,12.986,20.712,20.712,0.140
20,20.600,7.328,5.312,5.692,5.884,6.466,12.990,14.275,15.360,16.408,0.136
25,19.200,6.868,5.397,5.676,5.875,6.116,11.434,13.555,20.642,20.642,0.146
30,17.200,7.348,5.421,5.734,5.915,6.489,12.841,13.297,15.841,15.841,0.136
35,22.800,6.320,5.386,5.686,5.871,6.036,6.589,11.520,13.583,13.588,0.158
40,16.600,7.763,5.265,5.789,6.129,7.016,13.671,14.569,24.568,24.568,0.129
45,15.400,7.885,5.421,5.730,5.965,9.084,14.526,15.525,18.285,18.285,0.127
50,15.000,8.049,5.119,5.712,6.169,9.920,13.705,15.140,19.104,19.104,0.124
55,18.600,6.008,5.247,5.590,5.781,5.921,6.302,8.356,12.471,12.471,0.166
