Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.600,8.591,5.598,6.261,6.912,11.074,14.010,15.494,16.923,16.923,0.116
5,24.000,6.730,5.472,5.897,6.106,6.365,8.875,12.917,16.960,18.443,0.149
10,25.400,6.493,5.404,5.743,5.940,6.236,6.933,12.926,15.662,17.107,0.154
15,21.200,6.336,5.268,5.570,5.803,6.058,6.294,12.232,13.725,14.899,0.158
20,19.600,6.018,5.439,5.633,5.807,5.989,6.350,7.312,12.635,12.635,0.166
25,23.800,6.306,5.300,5.697,5.863,6.117,7.099,10.363,13.486,15.108,0.159
30,21.400,7.311,5.297,5.713,6.004,6.550,12.617,14.353,17.040,23.799,0.137
35,18.800,6.413,5.360,5.783,5.971,6.300,6.661,10.026,15.610,15.610,0.156
40,20.000,6.330,5.656,5.923,6.097,6.305,6.703,6.924,13.527,13.527,0.158
45,18.400,6.643,5.639,5.962,6.136,6.349,6.793,10.711,15.810,15.810,0.151
50,17.600,6.660,5.758,6.164,6.366,6.838,7.541,8.537,12.036,12.036,0.150
55,17.600,7.000,5.756,5.970,6.134,6.474,13.148,14.072,16.526,16.526,0.143
