Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,257,257.000,1127,1808,2909,3926,4539,6987,10690,19706,24721
1,248,248.000,609,1590,2687,3948,5224,8547,9914,15593,24185
2,336,336.000,554,1140,2005,2960,3543,6638,8053,13858,20970
3,217,217.000,610,1872,2802,4590,6832,9826,11391,18207,23861
4,349,349.000,432,991,2191,2865,3437,6058,8093,15029,17648
5,309,309.000,315,1042,2109,3221,3796,6871,9658,14989,21885
6,422,422.000,369,785,1822,2339,2833,4714,6144,14009,18670
7,396,396.000,397,853,1837,2512,3286,5630,6499,12699,19757
8,462,462.000,361,831,1587,2149,2928,3777,6169,10198,13899
9,415,415.000,386,1020,1936,2401,3165,4344,6053,9001,15404
10,414,414.000,393,955,1988,2395,3203,4228,7068,8171,9212
11,455,455.000,378,845,1777,2185,3040,3857,5509,7784,13370
12,309,309.000,380,1008,2044,3231,3832,7388,9288,16929,23021
13,306,306.000,393,1075,2063,3242,3970,7318,9639,15243,18651
14,416,416.000,316,881,1925,2392,3281,4418,6860,7998,14557
15,393,393.000,391,927,1872,2526,3082,4957,7335,13805,16962
16,307,307.000,406,963,2214,3255,3806,6499,8522,19078,39294
17,155,155.000,587,2169,3969,6379,7875,14599,20108,31060,37202
18,196,196.000,501,1395,2985,5091,5415,8877,14412,78394,96494
19,304,304.000,435,1017,2456,3307,3861,7144,10167,15990,32656
20,294,294.000,421,1111,2411,3337,4006,7462,8910,21160,25190
21,220,220.000,398,1229,2634,4520,5203,9679,16035,30281,36280
22,154,154.000,1341,2498,4624,6430,9350,12529,14545,21813,31951
23,116,116.000,1008,3302,6867,8660,13042,16551,18405,30985,31385
24,113,113.000,929,3046,5963,8727,12686,20301,25706,35125,36571
25,93,93.000,856,2299,4620,11153,9504,24541,46217,119799,119799
26,164,164.000,486,1684,3908,5885,6113,10003,15031,76452,122566
27,123,123.000,530,1886,3624,8064,8984,19008,24233,58383,187182
28,162,162.000,484,1938,3727,6122,7480,12865,18264,56065,70284
29,275,275.000,537,1207,2133,3618,4420,8461,11517,18508,35192
30,308,308.000,391,1069,2379,3230,4054,5828,8594,14081,42783
31,250,250.000,408,1608,2694,3941,5713,8343,9889,17332,23201
32,195,195.000,522,1450,2948,5125,5915,9769,16995,51309,80029
33,287,287.000,447,1118,2577,3478,4135,8165,9679,17435,37287
34,233,233.000,523,1795,2821,4249,6085,8332,10632,16952,18314
35,382,382.000,395,1023,2196,2611,3735,4662,7326,8808,12020
36,356,356.000,387,1013,2372,2802,3789,4789,7927,10500,18734
37,397,397.000,414,1002,1635,2492,3486,4865,6471,9579,11992
38,339,339.000,409,1068,2501,2948,3959,5271,7979,9834,45221
39,381,381.000,406,984,1838,2607,3597,4937,7574,10584,12771
40,156,156.000,517,1327,2714,6427,7518,14301,25991,73125,79074
41,218,218.000,471,1721,2730,4554,5768,9772,12325,21289,35126
42,409,409.000,423,1052,1803,2441,3343,4565,5271,9103,10420
43,278,278.000,474,1604,2573,3571,4717,7241,8479,16496,30771
44,308,308.000,353,1137,2222,3226,4130,6477,9010,19536,26142
45,239,239.000,428,1484,2754,4172,5206,9436,12284,19264,33800
46,227,227.000,446,1227,2814,4384,5074,9013,10780,18672,93845
47,316,316.000,471,1097,2342,3149,4184,5167,7950,11939,87670
48,358,358.000,426,1067,2226,2805,3665,4981,8823,12401,16434
49,245,245.000,421,1130,2482,4042,4319,8913,12227,23260,64552
50,418,418.000,356,1012,1442,2381,3500,4584,5410,8128,13934
51,342,342.000,400,1055,2539,2913,4110,6152,7868,9178,11721
52,360,360.000,424,1066,2435,2775,3732,4865,7925,9849,14965
53,437,437.000,396,931,1212,2272,3315,4349,7291,8828,12853
54,410,410.000,413,964,2044,2429,3344,4238,7248,8461,18175
55,160,160.000,798,1912,4930,6262,8426,10903,17055,50926,67444
56,415,415.000,356,930,1811,2392,3357,4040,4952,8661,52693
57,369,369.000,405,983,2001,2697,3617,5308,7755,10062,16854
58,319,319.000,387,1077,2216,3118,3825,7700,9576,12725,19974
59,270,270.000,435,1198,2390,3668,4726,8309,10056,16591,22835
