Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,275.400,3.609,0.504,1.469,2.334,4.857,7.677,9.936,16.142,34.091,0.277
5,373.600,2.664,0.372,1.069,1.767,3.497,5.737,6.617,12.891,20.835,0.375
10,315.200,3.154,0.345,1.068,2.169,3.944,7.025,8.506,15.978,26.968,0.317
15,357.000,2.785,0.376,0.957,2.005,3.596,6.442,7.400,12.228,18.073,0.359
20,274.200,3.613,0.384,0.980,2.298,3.937,7.982,10.698,21.620,67.586,0.277
25,347.000,2.866,0.379,0.960,2.047,3.496,6.550,8.010,14.984,83.765,0.349
30,348.400,2.859,0.367,0.986,2.027,3.601,6.485,8.053,12.199,17.815,0.350
35,344.800,2.891,0.348,0.964,2.142,3.594,6.393,8.247,15.438,36.414,0.346
40,286.000,3.486,0.363,1.094,2.335,4.180,7.583,9.196,15.710,93.155,0.287
45,285.800,3.492,0.347,1.120,2.505,4.185,7.357,9.575,19.696,51.245,0.286
50,247.800,3.995,0.410,1.265,2.697,4.469,8.594,11.083,20.879,98.372,0.250
55,233.200,4.259,0.406,1.338,2.776,4.858,8.843,11.469,23.948,102.436,0.235
