Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.000,13.494,7.069,8.595,11.896,17.706,20.958,22.009,29.249,29.249,0.074
5,12.800,11.384,6.737,7.288,8.128,15.798,17.955,18.680,32.277,32.277,0.088
10,11.400,12.816,6.630,7.207,13.290,17.210,17.956,19.923,22.378,22.378,0.078
15,14.600,9.233,6.429,6.911,7.303,10.918,15.193,16.591,20.558,20.558,0.108
20,17.000,10.761,6.083,6.814,7.477,15.215,17.035,17.394,24.688,24.688,0.093
25,14.800,9.028,6.034,6.453,6.711,13.292,15.576,18.085,20.782,20.782,0.111
30,13.000,10.729,5.771,6.428,8.045,13.937,17.580,19.266,30.644,30.644,0.093
35,8.400,20.391,6.197,13.779,15.904,17.447,30.420,48.385,124.003,124.003,0.049
40,6.800,15.499,7.087,8.203,9.887,18.933,28.002,59.427,62.305,62.305,0.065
45,11.800,10.279,7.530,8.434,9.193,10.953,14.447,18.503,23.903,23.903,0.097
50,9.600,14.973,6.856,8.167,16.408,20.773,24.217,24.854,26.467,26.467,0.067
55,10.600,12.493,7.059,8.111,10.954,16.808,18.968,20.254,24.159,24.159,0.080
