Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.294,0.367,0.558,0.957,1.507,2.813,4.164,5.510,5.510,0.773
5,11.800,0.771,0.321,0.422,0.665,0.878,1.205,1.457,5.712,5.712,1.297
10,13.000,1.012,0.336,0.427,0.763,0.871,1.021,2.394,15.302,15.302,0.988
15,14.600,0.652,0.287,0.378,0.570,0.762,0.864,0.948,3.767,3.767,1.533
20,15.400,0.574,0.309,0.364,0.609,0.751,0.808,0.944,1.141,1.141,1.743
25,12.600,0.580,0.297,0.348,0.397,0.748,1.004,1.122,3.876,3.876,1.724
30,11.800,0.765,0.316,0.390,0.559,0.810,0.993,1.142,8.703,8.703,1.308
35,16.000,0.637,0.293,0.359,0.439,0.758,0.821,1.135,5.473,5.473,1.569
40,12.600,0.645,0.341,0.389,0.641,0.777,0.828,1.152,2.147,2.147,1.550
45,10.600,0.743,0.342,0.666,0.774,0.822,0.889,0.957,1.580,1.580,1.346
50,9.000,0.621,0.298,0.393,0.512,0.820,1.116,1.165,1.263,1.263,1.609
55,13.400,0.685,0.326,0.386,0.730,0.819,0.949,1.210,1.626,1.626,1.461
