Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,359.400,2.771,0.380,1.190,1.943,3.490,5.341,7.008,14.115,50.968,0.361
5,308.800,3.224,0.294,1.424,1.906,4.674,6.532,7.680,13.178,17.845,0.310
10,412.400,2.411,0.326,0.807,1.716,2.982,5.472,6.486,13.156,17.346,0.415
15,388.600,2.564,0.312,0.878,1.765,3.263,5.698,6.545,12.349,16.848,0.390
20,401.800,2.479,0.304,0.797,1.705,3.038,5.733,6.738,12.428,16.407,0.403
25,370.200,2.695,0.300,0.893,1.779,3.419,5.894,7.194,13.100,20.503,0.371
30,399.600,2.494,0.258,0.799,1.763,3.099,5.740,6.759,12.590,19.198,0.401
35,380.200,2.621,0.262,1.010,1.770,3.436,5.625,6.827,11.912,15.698,0.382
40,373.600,2.669,0.273,0.828,1.852,3.231,6.053,7.265,13.737,24.036,0.375
45,418.200,2.386,0.276,0.754,1.776,2.999,5.490,6.499,12.293,19.099,0.419
50,368.400,2.706,0.286,0.876,1.806,3.551,6.012,7.066,12.587,17.614,0.370
55,408.400,2.436,0.262,0.769,1.758,2.916,5.644,6.946,12.522,18.720,0.410
