Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.200,10.126,5.838,6.453,8.900,14.126,15.399,16.499,23.152,23.152,0.099
5,11.200,10.965,5.518,6.359,12.569,13.946,14.706,15.475,22.411,22.411,0.091
10,11.000,13.468,6.534,12.002,13.401,15.151,17.748,19.415,29.821,29.821,0.074
15,13.000,10.116,5.958,7.150,8.653,12.185,16.621,18.799,26.229,26.229,0.099
20,9.400,13.894,5.827,7.101,12.717,17.390,21.975,24.807,66.959,66.959,0.072
25,9.000,13.939,6.315,7.444,9.982,19.440,22.951,25.022,40.839,40.839,0.072
30,10.800,13.323,7.163,8.721,11.098,17.551,18.954,21.874,39.576,39.576,0.075
35,8.800,15.180,7.698,8.842,16.724,20.627,22.493,24.406,30.075,30.075,0.066
40,8.400,16.822,7.835,13.943,17.549,19.279,21.123,24.273,26.287,26.287,0.059
45,9.600,15.203,7.537,9.349,16.991,19.149,24.052,26.211,33.583,33.583,0.066
50,10.200,14.089,8.569,10.125,12.218,18.083,20.608,24.065,28.782,28.782,0.071
55,8.400,14.320,8.132,9.567,12.989,18.129,22.094,23.654,26.092,26.092,0.070
