Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,117.600,1.652,0.665,0.929,1.178,1.708,2.806,3.799,6.871,38.776,0.605
5,130.400,1.386,0.648,0.833,1.252,1.728,1.975,2.638,4.129,9.734,0.722
10,166.000,1.172,0.620,0.750,0.869,1.348,1.817,2.255,5.206,7.225,0.853
15,160.600,1.097,0.611,0.714,0.800,1.131,1.752,2.246,4.188,12.392,0.912
20,206.800,0.915,0.606,0.686,0.744,0.894,1.386,1.550,2.805,9.433,1.093
25,209.800,0.936,0.605,0.678,0.722,0.827,1.455,1.602,3.101,20.793,1.069
30,213.800,0.905,0.605,0.677,0.719,0.856,1.415,1.632,2.319,17.317,1.105
35,147.400,1.272,0.605,0.732,0.959,1.493,2.019,2.748,4.393,18.700,0.786
40,184.200,0.986,0.593,0.699,0.764,1.269,1.573,1.752,2.895,4.048,1.014
45,179.800,1.038,0.638,0.739,0.818,1.038,1.762,2.022,3.647,5.363,0.963
50,187.400,1.010,0.664,0.790,0.856,0.990,1.706,1.863,2.165,4.008,0.990
55,189.000,0.935,0.687,0.777,0.834,0.924,1.228,1.750,1.993,9.361,1.069
