Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,154,154.000,1627,2626,4354,6466,7447,11117,16910,42070,73389
1,174,174.000,1510,2673,4788,5709,7820,10388,12258,20473,22611
2,278,278.000,711,1361,2406,3572,4782,8255,9210,17726,22124
3,210,210.000,730,1853,2665,4760,7147,10252,14476,21215,22523
4,232,232.000,922,1787,2633,4277,5966,9011,10049,18572,24002
5,236,236.000,489,1663,3090,4234,4886,8870,12910,22109,29005
6,232,232.000,507,1330,2894,4272,5987,8394,10722,18378,39291
7,183,183.000,450,1865,3166,5475,8238,11632,16273,27755,30860
8,375,375.000,482,1014,2158,2651,3491,4745,7523,9293,17841
9,385,385.000,446,1004,2263,2576,3469,4524,7339,9150,9829
10,301,301.000,483,1248,2551,3523,4040,6097,9634,15585,84897
11,310,310.000,466,1100,2364,2988,3974,5664,8090,10301,24479
12,301,301.000,463,1100,2167,3311,4042,8007,9392,16434,19916
13,413,413.000,486,1020,1723,2410,3352,4340,5134,8810,13958
14,286,286.000,472,1289,2690,3464,4675,8363,9528,11106,18581
15,416,416.000,426,1038,1570,2389,3433,4456,5138,8331,14781
16,278,278.000,512,1382,2806,3576,4304,7847,9917,16732,22396
17,339,339.000,491,1086,2583,2932,3879,4734,7890,11542,21008
18,290,290.000,420,1122,2585,3431,4209,7690,9718,21708,25033
19,222,222.000,560,1490,3344,4482,5067,9326,13237,19166,40120
20,295,295.000,415,1151,2562,3382,4129,7544,8620,14116,33749
21,353,353.000,452,1070,1988,2811,3755,5471,8197,11171,15122
22,373,373.000,405,990,1927,2650,3424,5136,7725,12250,19689
23,371,371.000,392,1045,1862,2683,3731,5074,7676,10015,19558
24,299,299.000,434,1091,2669,3376,4029,8043,9909,17476,25797
25,260,260.000,402,1360,2706,3792,4646,7564,10222,18482,38417
26,257,257.000,478,1379,2899,3852,4756,8483,9923,19341,21433
27,311,311.000,446,1053,2491,3202,3937,6615,9196,16951,19775
28,402,402.000,427,983,2075,2477,3525,4409,6223,8632,15178
29,292,292.000,400,1085,2494,3427,4283,7546,8823,15789,15953
30,374,374.000,442,982,1905,2657,3596,4995,7571,9386,18453
31,289,289.000,442,1103,2629,3422,4121,5580,7793,22200,54770
32,312,312.000,354,1081,2597,3190,4090,6864,8904,16507,25286
33,319,319.000,422,1254,2353,3123,4012,6409,8611,11141,23470
34,186,186.000,516,2069,3725,5365,7947,11795,14367,23855,23900
35,195,195.000,647,2172,3760,5119,6967,10575,12019,27012,29637
36,246,246.000,568,1765,2386,4040,6020,8524,9617,16940,21034
37,332,332.000,361,1008,2102,3009,3938,7232,8264,15584,16968
38,293,293.000,532,1095,1996,3403,4675,7788,8534,16335,16634
39,240,240.000,452,1788,2446,4165,6293,8660,9430,16707,18229
40,289,289.000,449,1076,2399,3446,3963,7775,9347,18156,27956
41,430,430.000,376,947,1729,2318,3244,4167,5561,8257,16777
42,294,294.000,453,1182,2572,3384,4279,7435,8583,15245,16589
43,370,370.000,384,995,2080,2692,3560,5773,7232,9735,16404
44,260,260.000,507,1555,2194,3835,5169,8215,10074,18671,27852
45,351,351.000,392,1060,2119,2838,3932,5729,7695,9887,13760
46,226,226.000,427,1550,3088,4416,5697,9350,11129,21001,49229
47,346,346.000,383,1023,2126,2894,3850,6608,7707,11609,17214
48,360,360.000,398,1042,2018,2774,3776,5447,7864,10770,19113
49,359,359.000,420,1011,2227,2783,3581,5345,7545,11414,27506
50,297,297.000,361,1235,2448,3308,4448,6843,8839,14196,17811
51,427,427.000,387,931,1957,2337,3312,4002,5483,7258,21762
52,444,444.000,374,896,1706,2246,3175,4045,5804,8614,9960
53,333,333.000,417,1072,2172,2990,3893,7279,8773,10539,20574
54,255,255.000,412,1085,2530,3902,4197,8103,14228,18616,51745
55,470,470.000,360,912,1741,2117,3104,3866,4178,7222,9037
56,387,387.000,380,961,2149,2575,3677,4857,6417,8416,12891
57,381,381.000,383,994,2077,2616,3785,4819,6159,9743,17688
58,361,361.000,382,930,1824,2753,3470,6376,7506,15039,24038
59,470,470.000,364,897,1385,2113,3001,3955,4285,7138,16613
