Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,172.600,3.465,1.125,2.285,2.896,3.770,6.351,7.409,9.760,23.561,0.289
5,240.200,2.695,1.156,2.017,2.552,3.026,3.656,4.851,6.765,8.973,0.371
10,225.200,2.885,0.994,2.094,2.578,3.131,4.404,5.968,7.788,10.204,0.347
15,207.000,3.146,1.323,2.153,2.722,3.334,5.473,6.554,8.976,12.961,0.318
20,235.200,2.794,1.153,1.995,2.521,3.056,4.212,5.777,7.436,9.396,0.358
25,221.200,2.859,1.131,2.104,2.633,3.210,4.133,5.254,6.719,8.740,0.350
30,208.400,3.201,1.168,2.046,2.660,3.325,5.606,6.646,9.744,56.253,0.312
35,212.200,3.012,1.040,2.066,2.653,3.184,5.301,6.378,7.904,9.818,0.332
40,212.400,3.073,0.956,2.158,2.734,3.341,5.223,6.194,7.296,9.516,0.325
45,234.200,2.775,1.422,2.079,2.571,3.076,3.667,5.207,6.708,12.142,0.360
50,194.200,3.391,1.439,2.275,2.896,3.788,6.062,7.022,8.917,10.021,0.295
55,224.000,2.862,1.205,2.147,2.645,3.199,3.596,5.217,7.694,18.484,0.349
