Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,264.000,3.772,0.447,1.527,2.535,4.627,7.980,10.338,18.966,31.572,0.265
5,296.000,3.360,0.393,1.564,2.088,4.841,7.035,8.126,14.891,16.869,0.298
10,337.600,2.946,0.396,1.028,2.050,3.667,6.906,8.056,15.188,18.478,0.339
15,268.400,3.705,0.414,1.424,2.461,4.697,7.816,9.380,18.377,53.689,0.270
20,254.600,3.908,0.395,1.600,2.559,5.545,8.259,9.875,18.362,29.688,0.256
25,238.600,4.182,0.311,1.659,2.571,6.274,8.942,10.463,18.956,23.478,0.239
30,302.000,3.300,0.338,1.039,2.228,3.843,7.369,8.985,17.275,72.799,0.303
35,313.400,3.180,0.334,1.003,2.149,3.838,7.523,8.888,16.036,20.451,0.314
40,292.000,3.414,0.315,1.091,2.222,4.198,7.811,9.352,16.825,27.032,0.293
45,282.600,3.526,0.338,1.253,2.368,4.514,7.676,9.376,16.668,26.253,0.284
50,249.000,4.006,0.345,1.653,2.433,5.746,8.414,9.851,17.286,72.587,0.250
55,363.000,2.741,0.340,0.921,2.029,3.524,6.147,8.053,11.009,19.333,0.365
