Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,323,323.000,714,1244,2125,3092,3833,6411,8052,15097,24959
1,269,269.000,535,1565,2188,3692,4795,8682,11258,20318,21119
2,405,405.000,402,973,2020,2459,3142,4417,6094,11953,16807
3,444,444.000,344,858,1830,2249,2873,4965,6119,8234,10293
4,343,343.000,375,1290,1776,2894,3984,5993,7677,12340,16510
5,321,321.000,515,1272,2311,3111,4176,6302,7106,12826,18206
6,345,345.000,365,1017,1793,2884,4080,6295,7135,12875,24273
7,440,440.000,355,788,1639,2266,2755,4841,6154,13553,34732
8,267,267.000,656,1494,2611,3721,5502,7116,8859,15015,16398
9,309,309.000,369,960,2197,3224,3742,7087,9869,19455,30246
10,363,363.000,355,1022,2128,2741,3669,5871,7123,8607,14101
11,206,206.000,696,1775,3119,4846,6441,9221,14930,20960,35706
12,318,318.000,413,1192,2066,3110,3813,7671,9141,13912,16802
13,331,331.000,346,1186,1982,3009,4012,6750,8010,14591,18164
14,207,207.000,706,1892,3379,4861,6874,9691,11544,18548,26480
15,255,255.000,437,1693,2469,3864,5313,8190,8995,14893,39492
16,252,252.000,410,1483,2439,3937,5779,8482,10075,17621,18771
17,190,190.000,796,1883,3809,5256,7071,9581,15615,26983,28722
18,171,171.000,750,1991,4668,5833,8187,11458,17261,19700,19703
19,207,207.000,779,1960,3523,4790,6817,10092,11561,18522,19696
20,267,267.000,422,1288,2356,3722,5386,8486,9158,17070,18414
21,391,391.000,340,973,1959,2543,3333,4278,7735,10675,27753
22,308,308.000,396,1001,2333,3199,3544,6645,7632,21056,64945
23,299,299.000,401,1072,2182,3321,3827,7572,9603,18906,24431
24,329,329.000,341,1072,2392,3039,3996,6781,8731,11081,18532
25,217,217.000,423,1850,2825,4583,7649,9713,11298,17888,19069
26,170,170.000,919,2199,4717,5835,8138,11500,17277,27965,30129
27,248,248.000,428,1444,2608,4010,5430,9012,10414,17165,27489
28,245,245.000,418,1850,2384,4109,5753,8808,10198,19030,21842
29,204,204.000,435,1917,2940,4854,7465,10442,11162,19289,20445
30,331,331.000,425,1015,2221,2999,3756,7015,8007,10740,16395
31,254,254.000,428,1735,2523,3905,5775,8314,9489,17139,19693
32,273,273.000,439,1087,2351,3662,4164,8495,10115,21540,22743
33,379,379.000,401,987,1950,2621,3478,5080,7565,10201,15513
34,265,265.000,489,1761,2426,3792,5825,8267,9292,16238,16670
35,221,221.000,515,1845,2768,4490,6774,9487,10831,18367,30099
36,180,180.000,582,2076,3486,5543,7308,11770,14655,40549,49771
37,268,268.000,328,1353,2588,3707,4537,8148,9929,19177,23450
38,181,181.000,962,2067,3762,5574,8360,10943,13292,23057,25744
39,177,177.000,909,2210,3513,5573,8583,12038,13972,22316,24368
40,280,280.000,433,1150,2513,3571,4610,8097,9849,13965,20342
41,148,148.000,799,2585,5822,6764,10348,13178,13872,24955,27728
42,260,260.000,443,1225,2726,3829,4664,8462,11177,19969,23221
43,263,263.000,451,1281,2776,3760,4875,8537,10352,13031,22711
44,224,224.000,433,1194,2710,4455,5095,8750,10645,25613,75541
45,231,231.000,443,1788,2705,4340,6528,8785,10091,19191,22852
46,247,247.000,426,1788,2625,4037,5892,8362,9552,16988,18479
47,228,228.000,439,1212,2619,4348,5076,9326,12915,22354,68512
48,310,310.000,454,1095,2238,3239,4373,7925,9481,11468,15382
49,146,146.000,987,2221,6713,6806,10245,11819,14811,21643,22156
50,173,173.000,716,1881,3233,5738,8421,12308,17138,25899,27100
51,262,262.000,409,1223,2592,3836,4694,8398,11173,21907,25194
52,284,284.000,471,1192,2620,3495,4098,8064,9857,15695,19822
53,171,171.000,819,2026,5121,5826,8181,11440,16792,20129,21230
54,159,159.000,889,2186,5517,6328,9288,12073,14991,24352,30777
55,161,161.000,912,2397,6072,6157,8770,10343,11364,19980,25609
56,174,174.000,1022,2141,3798,5690,6799,11959,17550,25619,46965
57,270,270.000,460,1281,2801,3755,4779,8110,9832,18026,27072
58,205,205.000,568,1891,3495,4775,6155,11210,12634,14037,29868
59,269,269.000,465,1257,3093,3687,4662,6131,9942,16775,34460
