Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,96.200,2.092,0.803,1.560,1.888,2.200,2.803,3.662,6.690,30.321,0.478
5,132.000,1.426,0.764,0.937,1.164,1.850,2.137,2.415,3.547,6.748,0.701
10,107.400,1.795,0.761,1.045,1.857,2.088,2.424,2.862,4.063,12.627,0.557
15,114.000,1.569,0.735,0.937,1.739,1.955,2.173,2.347,2.984,8.068,0.637
20,150.200,1.226,0.724,0.867,0.977,1.618,1.960,2.155,2.733,4.536,0.816
25,128.000,1.376,0.730,0.893,1.129,1.796,2.044,2.211,3.036,9.663,0.727
30,145.200,1.235,0.709,0.842,0.960,1.724,1.957,2.072,2.472,3.578,0.810
35,129.600,1.324,0.692,0.860,1.027,1.803,2.026,2.235,2.881,4.102,0.756
40,127.600,1.419,0.736,0.904,1.244,1.888,2.177,2.261,2.735,3.743,0.705
45,128.000,1.415,0.744,0.889,1.192,1.888,2.137,2.303,2.861,4.638,0.707
50,109.800,1.671,0.732,0.998,1.617,1.984,2.364,2.691,4.192,28.515,0.599
55,144.600,1.219,0.724,0.852,0.937,1.677,2.086,2.227,2.613,3.416,0.820
