Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.200,2.242,0.940,1.369,1.727,2.311,3.463,6.586,8.463,8.463,0.446
5,15.800,1.623,1.030,1.389,1.566,1.779,1.987,2.637,3.026,3.026,0.616
10,14.000,1.802,1.178,1.434,1.585,1.819,2.294,2.501,6.077,6.077,0.555
15,13.200,1.896,1.229,1.535,1.734,1.932,2.637,3.122,5.946,5.946,0.527
20,18.000,1.533,1.045,1.377,1.513,1.669,1.784,1.876,3.029,3.029,0.652
25,17.200,1.703,0.963,1.386,1.516,1.858,2.267,2.670,4.659,4.659,0.587
30,16.200,1.614,0.963,1.348,1.555,1.678,2.058,2.621,3.470,3.470,0.619
35,13.800,1.838,1.230,1.524,1.748,1.931,2.626,2.978,3.504,3.504,0.544
40,11.200,1.781,1.033,1.444,1.690,1.866,2.630,3.239,3.275,3.275,0.562
45,11.200,2.125,1.226,1.464,1.832,2.395,3.081,4.465,7.363,7.363,0.471
50,17.400,1.735,1.061,1.418,1.587,1.739,2.353,2.866,4.053,4.053,0.576
55,17.600,1.483,1.135,1.334,1.461,1.593,1.721,1.811,2.288,2.288,0.675
