Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,137.000,1.357,0.672,0.966,1.242,1.555,1.862,2.057,3.698,12.894,0.737
5,180.000,1.063,0.623,0.739,0.844,1.335,1.600,1.779,2.226,11.242,0.941
10,180.800,1.050,0.623,0.724,0.807,1.357,1.629,1.739,2.104,12.458,0.952
15,197.600,0.935,0.618,0.711,0.778,0.984,1.464,1.602,1.896,7.239,1.070
20,203.800,0.895,0.609,0.693,0.761,0.907,1.501,1.615,1.896,2.180,1.117
25,171.200,1.094,0.602,0.724,0.828,1.517,1.707,1.818,2.111,15.699,0.914
30,175.200,1.037,0.615,0.702,0.803,1.373,1.594,1.724,2.016,16.065,0.964
35,171.000,1.073,0.617,0.721,0.823,1.431,1.661,1.795,2.060,8.503,0.932
40,215.800,0.846,0.606,0.686,0.736,0.839,1.320,1.581,1.886,2.402,1.182
45,152.400,1.059,0.615,0.725,0.822,1.445,1.743,1.851,2.257,4.003,0.944
50,168.600,1.127,0.649,0.757,0.862,1.478,1.818,1.954,2.712,8.007,0.887
55,188.200,0.918,0.648,0.759,0.808,0.904,1.394,1.662,1.975,4.343,1.090
