Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,178.000,3.489,1.508,2.343,3.041,3.897,5.877,7.011,10.778,16.308,0.287
5,199.800,3.136,1.263,2.138,2.700,3.332,5.077,6.218,7.622,54.019,0.319
10,217.200,2.939,1.237,2.078,2.671,3.217,4.746,5.829,7.033,10.426,0.340
15,210.200,3.058,1.426,2.131,2.664,3.303,4.866,6.167,8.435,16.345,0.327
20,209.200,2.978,1.141,2.103,2.621,3.169,5.107,6.320,7.918,11.047,0.336
25,211.800,3.011,1.182,2.051,2.635,3.184,5.233,6.482,7.555,21.253,0.332
30,213.200,3.064,1.240,2.070,2.704,3.326,5.262,6.307,7.839,16.341,0.326
35,242.000,2.650,1.085,1.985,2.482,3.000,3.478,4.446,6.684,8.841,0.377
40,200.000,3.195,1.472,2.181,2.833,3.427,5.398,6.818,8.449,10.994,0.313
45,205.600,3.281,1.171,2.212,2.809,3.612,5.836,6.862,8.278,10.552,0.305
50,188.800,3.442,1.049,2.202,2.856,3.880,5.849,7.011,10.425,50.947,0.290
55,243.200,2.702,0.971,2.063,2.545,3.031,3.442,4.714,6.660,8.977,0.370
