Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.800,2.740,1.186,1.735,2.327,3.422,5.344,5.482,6.061,6.061,0.365
5,14.400,1.824,1.069,1.426,1.717,2.146,2.449,2.615,3.353,3.353,0.548
10,14.000,1.971,1.074,1.350,1.545,1.891,2.626,3.310,17.285,17.285,0.507
15,11.600,2.162,1.329,1.661,1.949,2.267,2.827,5.109,6.286,6.286,0.463
20,11.400,1.986,1.159,1.609,1.908,2.220,2.547,3.120,3.503,3.503,0.504
25,11.000,2.375,1.489,1.759,2.062,2.562,3.661,4.205,9.060,9.060,0.421
30,14.400,2.255,1.205,1.615,1.806,2.062,2.516,2.868,29.578,29.578,0.444
35,7.800,2.383,1.595,1.843,2.152,2.756,3.357,3.993,4.372,4.372,0.420
40,9.600,2.262,1.368,1.667,2.048,2.524,3.064,3.416,6.919,6.919,0.442
45,11.400,2.281,1.177,1.654,1.859,2.049,2.843,3.896,16.461,16.461,0.438
50,10.000,2.151,1.357,1.574,1.870,2.518,3.539,3.587,4.561,4.561,0.465
55,11.600,2.039,1.318,1.554,1.778,2.309,2.942,3.644,4.372,4.372,0.491
