Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,1.469,0.797,1.169,1.412,1.655,1.920,2.264,2.632,2.632,0.681
5,12.800,1.474,0.985,1.233,1.401,1.697,1.970,2.185,2.380,2.380,0.678
10,16.000,1.548,0.999,1.276,1.489,1.786,2.066,2.293,2.755,2.755,0.646
15,14.000,1.550,0.909,1.292,1.486,1.699,2.089,2.203,2.624,2.624,0.645
20,13.800,1.662,1.048,1.305,1.579,1.883,2.412,2.721,2.867,2.867,0.602
25,13.000,1.533,0.968,1.294,1.420,1.611,1.993,2.223,4.191,4.191,0.652
30,12.000,1.635,0.910,1.303,1.448,2.036,2.446,2.533,2.923,2.923,0.612
35,9.600,1.713,1.009,1.482,1.671,1.880,2.220,2.477,2.689,2.689,0.584
40,15.400,1.478,1.001,1.220,1.395,1.657,2.049,2.212,2.583,2.583,0.677
45,13.600,1.628,1.014,1.241,1.446,1.978,2.427,2.612,2.993,2.993,0.614
50,11.600,1.736,0.936,1.230,1.603,2.095,2.592,2.905,3.825,3.825,0.576
55,14.400,1.723,1.004,1.395,1.588,1.939,2.495,2.657,3.990,3.990,0.580
