Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,122.800,4.830,1.621,2.883,4.062,6.128,8.283,9.858,13.718,27.200,0.207
5,196.400,3.210,1.023,2.191,2.806,3.611,5.346,6.351,8.000,11.073,0.312
10,211.800,3.029,1.446,2.154,2.669,3.225,5.172,6.349,7.980,10.271,0.330
15,207.400,3.202,1.479,2.163,2.763,3.721,5.386,6.336,7.953,14.674,0.312
20,233.400,2.763,1.020,2.053,2.565,3.086,3.753,5.189,6.910,11.040,0.362
25,198.800,3.222,1.104,2.170,2.790,3.648,5.603,6.483,7.487,15.479,0.310
30,203.400,3.208,1.032,2.231,2.833,3.459,5.578,6.610,7.763,12.336,0.312
35,177.600,3.664,1.582,2.378,3.075,3.863,6.123,7.840,11.584,53.639,0.273
40,152.000,4.307,1.590,2.520,3.160,4.373,8.479,10.900,16.676,85.700,0.232
45,146.400,4.138,1.595,2.575,3.246,4.111,7.513,9.840,15.960,57.540,0.242
50,179.600,3.688,1.314,2.501,3.143,3.864,6.204,7.887,11.109,21.832,0.271
55,188.200,3.357,1.140,2.328,2.942,3.649,5.846,7.261,8.999,10.017,0.298
