Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,1.403,0.868,1.193,1.388,1.546,1.782,2.038,3.038,3.038,0.713
5,15.200,1.375,0.878,1.195,1.322,1.521,1.729,1.989,2.597,2.597,0.728
10,20.400,1.328,0.845,1.155,1.296,1.444,1.593,1.956,2.094,2.170,0.753
15,20.200,1.379,0.907,1.178,1.308,1.521,1.689,1.944,2.634,2.955,0.725
20,20.000,1.385,0.807,1.156,1.289,1.501,1.820,2.277,3.695,3.695,0.722
25,22.200,1.342,0.883,1.134,1.302,1.455,1.748,1.996,2.206,2.555,0.745
30,17.600,1.378,0.822,1.160,1.320,1.497,1.780,2.079,2.771,2.771,0.725
35,19.400,1.332,0.995,1.198,1.297,1.437,1.615,1.762,2.052,2.052,0.751
40,19.000,1.549,1.030,1.235,1.465,1.748,1.992,2.349,3.976,3.976,0.646
45,14.800,1.459,0.920,1.221,1.390,1.593,1.880,2.261,2.707,2.707,0.685
50,17.200,1.489,0.914,1.171,1.427,1.760,2.002,2.107,3.406,3.406,0.671
55,22.400,1.338,0.922,1.198,1.307,1.431,1.542,1.809,2.414,2.561,0.748
