Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.800,2.960,1.187,1.539,1.730,2.717,3.853,17.539,19.931,19.931,0.338
5,15.000,1.724,0.950,1.390,1.574,1.851,2.346,2.599,5.569,5.569,0.580
10,12.000,1.900,1.181,1.430,1.728,1.983,2.930,3.175,6.789,6.789,0.526
15,12.600,1.901,1.182,1.467,1.687,1.932,2.871,3.520,4.798,4.798,0.526
20,14.000,1.991,1.222,1.516,1.801,2.212,2.864,3.069,4.553,4.553,0.502
25,15.000,2.000,1.245,1.521,1.758,2.237,2.867,3.852,4.728,4.728,0.500
30,15.400,1.851,1.192,1.466,1.658,2.003,2.524,3.271,5.537,5.537,0.540
35,16.200,1.683,1.058,1.468,1.604,1.833,2.084,2.434,3.218,3.218,0.594
40,12.000,2.046,1.122,1.514,1.780,2.081,3.045,3.525,9.802,9.802,0.489
45,9.200,2.020,1.123,1.438,1.566,2.425,3.388,3.500,4.400,4.400,0.495
50,16.000,1.678,1.063,1.446,1.545,1.736,2.197,2.724,4.025,4.025,0.596
55,16.800,1.501,1.099,1.334,1.433,1.587,1.678,1.883,3.607,3.607,0.666
