Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,284,284.000,983,1563,2424,3507,4500,6334,8095,17109,50968
1,445,445.000,433,1044,1441,2231,3207,4034,4425,8214,10042
2,385,385.000,380,1143,1832,2577,3314,4933,5974,13458,22366
3,385,385.000,401,903,1880,2650,2935,5687,6933,14623,33234
4,298,298.000,392,1496,2022,3276,4544,6848,7804,14634,20733
5,306,306.000,368,1409,1955,3243,4573,6442,7599,13860,15642
6,308,308.000,390,1393,1850,3231,4683,6777,7783,13158,16908
7,303,303.000,294,1549,2005,3284,4912,6863,7524,13247,17845
8,292,292.000,401,1483,1940,3417,4834,6562,8105,13194,14741
9,335,335.000,355,1316,1745,2975,4272,6168,6908,12610,13158
10,304,304.000,350,1402,1925,3270,4670,6407,8773,14108,15224
11,528,528.000,332,745,1505,1885,2504,3289,5528,7960,14211
12,435,435.000,332,774,1738,2291,2873,5068,6478,9427,17346
13,319,319.000,326,1345,1793,3113,4169,6486,8291,13782,14205
14,476,476.000,330,774,1640,2085,2675,3875,5927,7495,15698
15,360,360.000,339,1113,1728,2767,3928,6282,7522,12823,14123
16,443,443.000,312,760,1687,2248,2847,5004,5945,12297,14753
17,443,443.000,333,786,1722,2246,2843,5012,5862,10473,12502
18,406,406.000,320,835,1749,2454,3037,5620,6299,12719,16848
19,291,291.000,368,1441,2926,3432,5033,6341,7088,12773,14298
20,382,382.000,304,761,1758,2613,3124,6004,7515,13911,16407
21,339,339.000,320,1336,1741,2932,4448,6414,7401,13400,13603
22,379,379.000,347,874,1744,2621,3093,6081,7117,14001,14712
23,433,433.000,331,767,1663,2310,2915,5179,5909,12439,14481
24,476,476.000,307,749,1611,2089,2674,4866,5746,6711,12808
25,418,418.000,300,796,1743,2382,2866,5498,6352,9010,19682
26,406,406.000,315,757,1608,2470,3006,5734,6920,14576,15012
27,285,285.000,431,1441,2468,3491,4952,7124,8556,12772,12932
28,357,357.000,334,1056,1901,2781,3214,5877,7220,14324,20503
29,385,385.000,321,805,1593,2599,3467,5896,7018,13100,15065
30,275,275.000,360,1623,2049,3612,5719,7414,8607,14470,15365
31,393,393.000,309,770,1816,2542,3120,5807,7137,12281,17066
32,501,501.000,304,745,1648,1986,2594,3390,5625,8307,19198
33,495,495.000,258,770,1579,2013,2688,3848,5858,7125,14388
34,334,334.000,270,1299,1734,2991,4513,5978,6959,12707,13133
35,402,402.000,331,1003,1678,2475,3392,5274,6086,9691,12922
36,369,369.000,365,1110,1638,2697,3965,5400,6120,11726,15044
37,355,355.000,352,938,1961,2817,3690,6674,7759,10320,15698
38,339,339.000,304,1061,1947,2939,3895,6393,7723,13728,15313
39,436,436.000,262,792,1734,2279,2885,5195,6254,8693,14239
40,381,381.000,298,1019,1807,2617,3113,5888,7361,12543,15548
41,351,351.000,331,1059,1814,2862,3989,6376,7230,13893,15547
42,302,302.000,326,1539,2012,3280,5101,7081,7891,14769,15487
43,448,448.000,273,739,1569,2223,2875,4764,6384,10198,24036
44,386,386.000,318,817,2027,2582,3190,5881,6813,12330,13945
45,518,518.000,316,716,1725,1927,2670,3318,5496,6412,6954
46,309,309.000,354,1434,2050,3227,4551,6709,8741,14098,19099
47,500,500.000,276,703,1543,1994,2634,4016,5759,7320,14446
48,330,330.000,281,1436,1902,3040,4204,6498,7869,13979,15208
49,434,434.000,305,773,1789,2287,2965,4851,6162,8436,14565
50,339,339.000,311,1170,2025,2931,4243,5920,6812,11566,17334
51,472,472.000,286,810,1513,2111,2843,4160,6008,9353,13274
52,422,422.000,298,789,1695,2371,3152,5391,6420,7969,17614
53,373,373.000,318,826,1779,2671,3206,6089,7209,13666,14388
54,236,236.000,683,1721,3751,4225,6202,8224,8992,14543,14690
55,269,269.000,397,1574,1923,3701,5543,7740,8452,14580,15920
56,509,509.000,262,722,1546,1963,2697,3788,5606,7389,12645
57,453,453.000,299,755,1716,2207,2720,5352,5966,12000,12947
58,357,357.000,272,823,1920,2774,3499,6304,7758,12754,18720
59,454,454.000,309,746,1713,2179,2635,4615,6785,9868,16932
