Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,103.800,6.105,1.859,4.357,5.512,7.370,9.390,10.750,15.734,30.635,0.164
5,134.800,4.697,1.633,2.907,3.809,6.118,8.335,9.300,10.432,18.168,0.213
10,108.600,6.044,1.790,3.631,6.081,7.989,9.590,10.226,14.099,25.593,0.165
15,113.200,5.655,1.845,3.355,5.535,7.727,9.328,9.961,10.700,15.864,0.177
20,148.000,4.277,1.280,2.716,3.546,5.095,7.339,8.768,10.258,57.883,0.234
25,134.000,4.796,1.529,2.943,4.039,6.420,8.255,9.115,10.868,12.177,0.209
30,152.200,4.481,1.670,2.620,3.586,6.003,8.405,9.347,10.347,11.992,0.223
35,141.400,4.512,1.703,2.682,3.656,6.148,8.380,9.071,10.667,15.642,0.222
40,131.000,4.981,1.795,2.957,4.092,6.883,8.780,9.641,11.351,15.633,0.201
45,128.600,4.853,1.725,2.898,3.941,6.553,8.459,9.509,10.513,24.812,0.206
50,113.000,5.759,1.673,3.435,4.911,7.504,9.133,10.261,13.585,62.276,0.174
55,144.800,4.363,1.154,2.678,3.495,5.612,8.355,9.508,10.552,11.811,0.229
