Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,127.200,4.877,1.702,3.118,4.131,5.994,7.460,8.965,12.535,109.935,0.205
5,152.600,4.152,1.529,2.674,3.402,4.563,7.534,9.512,12.132,16.128,0.241
10,126.400,4.948,1.621,2.971,3.964,6.223,8.530,9.913,13.790,38.565,0.202
15,110.800,5.994,2.095,3.531,4.785,7.758,10.510,12.119,16.953,46.050,0.167
20,108.400,5.787,1.873,3.550,5.229,7.798,9.552,10.249,12.018,22.871,0.173
25,127.400,5.190,1.940,3.065,4.295,6.912,9.204,10.327,13.018,17.798,0.193
30,117.200,5.517,1.899,3.087,4.218,7.535,9.758,11.400,16.060,24.652,0.181
35,148.200,4.406,1.307,2.726,3.613,5.674,8.294,8.905,9.973,11.635,0.227
40,132.400,4.772,1.247,3.047,3.911,6.111,8.324,9.158,12.446,19.066,0.210
45,142.800,4.552,1.280,2.852,3.723,6.011,7.942,9.300,10.948,14.283,0.220
50,134.800,4.770,1.418,2.840,3.737,6.150,8.638,10.030,15.477,24.513,0.210
55,121.400,5.361,1.379,3.183,4.242,6.605,9.474,11.625,17.497,31.051,0.187
