Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,193,193.000,1163,1837,3564,5172,5863,11320,17359,27843,29878
1,212,212.000,1000,2004,3677,4693,5956,9480,10808,21153,32671
2,234,234.000,1002,1841,2949,4231,6076,9532,10461,12151,22403
3,286,286.000,660,1284,2492,3484,4526,7840,8399,17277,22256
4,317,317.000,521,1145,2142,3164,3859,7472,8642,12564,17197
5,352,352.000,478,1090,2221,2807,3660,5044,7850,12064,24713
6,225,225.000,518,2011,2958,4415,6826,9041,10324,15415,20705
7,193,193.000,484,1508,3483,5079,7295,11220,15095,25151,35274
8,237,237.000,537,1710,2732,4164,5110,8867,11679,20353,21085
9,240,240.000,509,1735,2734,4138,6292,8681,9774,19461,26303
10,250,250.000,455,1561,2828,3985,4797,8768,10435,18403,30441
11,237,237.000,493,1557,2648,4185,6277,9210,10791,19091,22432
12,206,206.000,598,1833,2702,4862,5664,10554,12255,25403,73800
13,270,270.000,508,1716,2359,3666,5068,8024,9347,17529,21198
14,285,285.000,469,1171,2296,3490,4426,8030,9406,16921,20502
15,329,329.000,439,1083,2473,3029,3724,6857,8051,11215,19812
16,204,204.000,776,1860,2255,4891,7385,9380,11941,18505,19093
17,241,241.000,449,1829,2215,4147,6648,8981,10281,17962,23108
18,207,207.000,845,1911,2637,4823,7326,10067,11884,18036,18979
19,220,220.000,679,1860,3442,4508,6400,9548,10673,14675,17497
20,211,211.000,770,1839,2583,4725,7305,9586,10657,16896,18167
21,209,209.000,441,1891,3005,4768,6963,9384,10644,19677,21462
22,222,222.000,403,1874,2570,4479,7038,9183,10365,17804,19532
23,304,304.000,445,975,2065,3284,3889,7753,9994,17006,18841
24,248,248.000,424,1216,2610,4012,4644,9490,12036,21354,22061
25,274,274.000,424,1270,2648,3616,4645,8018,9316,16722,19934
26,369,369.000,374,991,2008,2702,3417,6204,7493,10043,17103
27,207,207.000,468,1919,3202,4803,6986,10401,13553,23756,32268
28,182,182.000,419,1818,2642,5508,6894,11796,16732,31123,69702
29,271,271.000,438,1073,2390,3645,4110,8766,10539,19116,20039
30,298,298.000,426,1036,2315,3364,4123,7939,9248,17491,19824
31,228,228.000,391,1856,2310,4355,6267,9298,10914,18443,45185
32,233,233.000,476,1548,3130,4276,5756,8913,10091,17395,48617
33,251,251.000,405,1615,2640,3987,5171,8628,10582,17614,21564
34,259,259.000,461,1518,2585,3820,5526,8750,9946,11696,21288
35,217,217.000,428,2109,2872,4626,6759,10120,11673,18189,21135
36,317,317.000,417,1033,2069,3153,3915,7327,9126,15404,17665
37,317,317.000,331,994,2111,3124,3823,7057,8308,15351,17652
38,331,331.000,395,916,1995,3027,3674,7311,8371,15101,16474
39,305,305.000,392,888,2064,3260,3756,7386,9617,17361,17930
40,228,228.000,391,1775,2400,4362,6938,9241,10534,17253,17531
41,252,252.000,465,1658,2193,3957,5925,8457,13071,16209,17099
42,398,398.000,382,862,1833,2505,3026,6230,6913,10007,14697
43,428,428.000,320,823,1699,2330,2943,5696,6585,13753,15342
44,368,368.000,329,853,1906,2713,3337,6061,7295,15880,21001
45,203,203.000,591,1825,3366,4915,7751,9455,10714,18492,18956
46,305,305.000,527,1241,2312,3267,4660,6107,7409,14690,25706
47,414,414.000,352,869,1707,2406,3023,5191,6492,11574,14610
48,365,365.000,371,889,1848,2734,3402,6321,7666,13614,16154
49,241,241.000,690,1582,3800,4137,5959,7195,7759,14089,16611
50,263,263.000,345,1716,1989,3799,5881,7979,9436,15732,17792
51,233,233.000,447,1735,3021,4297,6262,8554,10718,15993,18171
52,272,272.000,437,1537,2178,3672,5356,7779,10002,13192,15290
53,319,319.000,337,847,2000,3129,4512,7165,8648,13611,19249
54,267,267.000,689,1535,2024,3736,5313,7865,9124,16299,17878
55,249,249.000,729,1566,2211,4008,6191,7308,8726,15815,16748
56,386,386.000,300,839,1833,2572,3291,6092,7060,9281,14208
57,263,263.000,325,1690,2164,3789,6139,7797,8679,14327,15187
58,407,407.000,315,794,1779,2450,3131,5861,6945,12973,15230
59,344,344.000,299,911,1852,2855,3425,7011,8303,14744,17946
