Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,2.280,1.091,1.359,1.576,2.268,3.340,5.504,14.013,14.013,0.439
5,15.600,1.477,0.986,1.230,1.364,1.632,1.876,2.270,3.620,3.620,0.677
10,18.800,1.400,0.958,1.181,1.340,1.514,1.750,2.074,3.131,3.131,0.714
15,14.000,1.533,1.025,1.258,1.426,1.656,1.987,2.190,5.212,5.212,0.652
20,16.600,1.486,0.772,1.238,1.386,1.636,1.864,2.104,3.438,3.438,0.673
25,21.600,1.334,0.944,1.139,1.248,1.422,1.591,1.770,2.638,4.080,0.750
30,16.000,1.675,0.919,1.289,1.495,1.692,2.585,3.438,4.905,4.905,0.597
35,17.000,1.427,1.062,1.286,1.403,1.507,1.617,1.725,2.642,2.642,0.701
40,13.000,1.610,1.052,1.301,1.536,1.716,2.383,2.682,3.477,3.477,0.621
45,18.800,1.410,0.993,1.219,1.354,1.545,1.724,1.996,2.615,2.615,0.709
50,15.800,1.494,1.028,1.265,1.436,1.622,1.888,2.289,2.957,2.957,0.669
55,16.200,1.388,1.113,1.208,1.311,1.419,1.650,2.039,3.400,3.400,0.720
