Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,1.479,0.974,1.277,1.419,1.548,1.870,2.303,3.138,3.138,0.676
5,21.200,1.223,0.876,1.093,1.195,1.315,1.438,1.501,1.690,1.960,0.818
10,18.800,1.346,0.854,1.203,1.301,1.415,1.553,1.746,3.294,3.294,0.743
15,24.000,1.247,0.768,1.110,1.210,1.343,1.514,1.672,2.066,2.344,0.802
20,21.800,1.236,0.875,1.117,1.196,1.313,1.416,1.574,2.262,3.057,0.809
25,16.800,1.290,0.899,1.141,1.251,1.373,1.454,1.590,2.820,2.820,0.775
30,17.800,1.393,0.850,1.151,1.287,1.416,1.839,2.411,3.303,3.303,0.718
35,25.400,1.316,0.894,1.089,1.206,1.396,1.721,2.048,3.082,3.176,0.760
40,14.400,1.687,0.896,1.177,1.353,1.835,2.811,3.328,5.629,5.629,0.593
45,13.600,1.679,1.020,1.288,1.533,1.933,2.204,3.015,4.585,4.585,0.596
50,20.200,1.505,0.980,1.252,1.364,1.571,2.108,2.247,3.102,4.340,0.664
55,16.600,1.477,1.015,1.296,1.428,1.608,1.821,2.048,2.558,2.558,0.677
