Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,123.600,4.926,1.136,2.812,4.232,6.368,8.457,9.936,14.234,26.132,0.203
5,160.600,4.023,1.468,2.680,3.534,5.066,6.356,7.181,9.394,20.835,0.249
10,137.400,4.495,1.316,2.810,3.742,5.627,7.729,9.001,11.971,26.968,0.222
15,162.400,3.928,1.195,2.696,3.429,4.598,6.866,7.784,9.142,10.623,0.255
20,123.000,5.433,1.548,2.673,3.645,6.516,9.890,12.382,29.815,67.586,0.184
25,154.400,4.211,1.387,2.631,3.457,4.714,7.576,8.828,11.283,83.765,0.238
30,155.800,4.224,1.274,2.695,3.542,5.113,7.575,8.690,10.813,14.125,0.237
35,154.400,4.125,1.198,2.672,3.466,4.513,7.355,8.744,11.703,18.847,0.242
40,130.200,5.221,1.835,3.063,3.987,6.409,8.561,9.943,15.380,93.155,0.192
45,132.000,4.807,1.851,3.022,3.869,5.435,7.797,9.958,19.579,51.245,0.208
50,112.200,5.558,1.435,3.183,4.134,6.023,9.908,12.446,24.008,63.051,0.180
55,104.800,6.391,1.801,3.626,4.676,7.553,10.642,12.818,26.829,102.436,0.156
