Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,13.121,8.783,9.490,10.379,17.526,21.378,23.514,24.734,24.734,0.076
5,14.000,9.769,7.634,8.075,8.445,9.217,16.015,16.707,21.526,21.526,0.102
10,13.800,11.204,7.822,8.357,8.826,12.786,16.926,22.115,30.020,30.020,0.089
15,9.800,12.471,8.008,9.317,10.141,15.646,19.814,23.031,26.465,26.465,0.080
20,14.000,11.218,8.555,9.008,9.516,10.477,17.748,21.469,24.338,24.338,0.089
25,11.000,11.443,6.413,8.666,10.192,12.838,18.089,21.574,23.001,23.001,0.087
30,14.400,7.168,5.933,6.435,6.718,7.088,7.904,9.279,19.567,19.567,0.140
35,15.200,7.577,5.928,6.217,6.605,7.383,9.182,15.840,19.553,19.553,0.132
40,18.200,7.043,5.376,5.878,6.080,6.455,8.216,15.961,17.561,17.561,0.142
45,18.000,6.441,5.275,5.625,5.788,5.966,6.937,12.471,19.507,19.507,0.155
50,17.600,7.439,5.194,5.711,6.187,7.394,12.535,15.155,17.102,17.102,0.134
55,13.000,8.520,5.621,6.134,6.602,8.101,16.646,17.831,30.064,30.064,0.117
