Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,171.000,1.132,0.671,0.838,0.979,1.231,1.571,1.809,3.007,11.741,0.884
5,171.400,1.107,0.617,0.740,0.876,1.432,1.711,1.819,2.356,10.127,0.904
10,163.400,1.079,0.605,0.726,0.841,1.429,1.612,1.765,2.274,8.435,0.927
15,149.800,1.175,0.616,0.759,1.082,1.489,1.709,1.870,2.259,7.250,0.851
20,169.400,1.060,0.604,0.713,0.804,1.457,1.664,1.783,2.002,5.732,0.944
25,183.800,1.014,0.588,0.700,0.770,1.415,1.656,1.765,1.989,2.533,0.986
30,120.600,1.349,0.611,0.980,1.430,1.614,1.771,1.837,1.993,15.414,0.741
35,157.000,1.191,0.611,0.715,1.197,1.574,1.757,1.829,2.315,9.260,0.839
40,194.400,0.996,0.594,0.703,0.786,1.310,1.631,1.761,2.065,10.023,1.004
45,151.800,1.235,0.598,0.755,1.354,1.605,1.804,1.922,2.296,2.830,0.810
50,182.400,0.961,0.678,0.786,0.847,0.954,1.398,1.778,2.244,3.378,1.041
55,155.600,1.194,0.645,0.792,0.911,1.625,1.873,2.087,3.057,5.689,0.838
