Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,215,215.000,1299,1877,3686,4633,5926,8038,10519,20658,42415
1,369,369.000,566,1109,1947,2767,3476,5364,6700,14279,41689
2,259,259.000,551,1344,2599,3731,4591,7646,10710,17128,51759
3,330,330.000,444,1141,2109,3008,3658,6470,7572,14772,40455
4,219,219.000,660,1698,3096,4553,5647,8446,9516,16553,109935
5,357,357.000,432,973,2149,2789,3167,5965,8269,17474,18901
6,375,375.000,410,1043,2004,2640,3388,4871,7718,12076,13938
7,277,277.000,424,1223,2585,3589,4018,7670,9767,17722,25234
8,366,366.000,492,969,2038,2717,3382,6310,7774,12267,17946
9,259,259.000,527,1411,2847,3833,4831,7993,10891,18139,19311
10,314,314.000,407,1156,2192,3169,3614,7067,8861,16296,20571
11,206,206.000,494,2033,2864,4836,6902,9315,11404,21989,25681
12,320,320.000,443,1062,2042,3102,3874,7452,8455,11112,34429
13,359,359.000,470,1052,2139,2778,3709,5517,7478,10158,16794
14,220,220.000,606,1618,2971,4512,5442,10490,13107,24664,38565
15,263,263.000,484,1262,2447,3769,4777,9848,11368,19258,22605
16,206,206.000,396,1780,2923,4841,5673,11238,12680,23509,46050
17,257,257.000,523,1280,2661,3861,4647,9071,11400,23024,23310
18,178,178.000,779,1981,3522,5610,8450,10664,14564,22724,39149
19,300,300.000,430,1231,2666,3272,4102,7126,9257,14491,17565
20,192,192.000,793,1941,4692,5238,7262,9725,16440,19899,20864
21,276,276.000,378,1228,2736,3574,4499,8359,9903,18865,22871
22,198,198.000,467,1989,2789,5043,7941,9998,11822,20178,20236
23,248,248.000,437,1039,2624,4007,5807,8664,9939,16815,17764
24,265,265.000,476,1700,2294,3751,4811,7961,9918,18242,21303
25,294,294.000,400,1210,2317,3398,4060,7596,9217,16893,20832
26,286,286.000,452,1219,2658,3484,4280,7761,9093,18224,20855
27,184,184.000,424,2110,4181,5395,7897,10936,12913,20882,21227
28,316,316.000,423,1075,2168,3157,3726,7278,8804,17514,20717
29,292,292.000,410,960,2110,3415,4780,8233,9821,17150,18290
30,273,273.000,430,1098,2174,3658,4856,8683,10237,17811,22780
31,226,226.000,450,1443,2683,4398,5424,11411,14271,20798,24652
32,298,298.000,423,985,1909,3344,4032,8152,9303,16211,46994
33,311,311.000,392,991,2107,3217,4019,7392,8679,15494,18537
34,274,274.000,387,1070,2158,3659,4804,8631,10648,17802,18902
35,301,301.000,362,1125,2003,3283,3875,7643,8903,15545,16999
36,360,360.000,367,910,1990,2771,3507,6211,8325,15381,19180
37,418,418.000,372,903,2049,2382,3162,4284,6890,8761,14890
38,316,316.000,412,1079,2074,3170,4161,7639,8991,14815,15532
39,258,258.000,393,1657,2134,3847,5790,8481,9180,15386,15723
40,304,304.000,379,989,2237,3279,3825,7487,8820,20705,21655
41,325,325.000,369,929,1927,3062,3510,7079,8834,16884,19066
42,264,264.000,678,1705,2296,3791,5791,8079,8964,15171,16079
43,299,299.000,400,1210,2779,3333,4213,6821,9896,12446,16105
44,316,316.000,365,1027,2200,3133,3797,6214,8334,15382,37674
45,411,411.000,344,911,1737,2423,3240,4928,7074,9307,14505
46,289,289.000,376,981,1956,3454,4788,7857,9044,15105,26057
47,342,342.000,377,953,2023,2928,3659,6553,7733,16671,17489
48,216,216.000,663,1815,3177,4604,7176,10080,10835,14283,17378
49,396,396.000,350,896,1806,2505,3452,5546,6691,12202,15257
50,461,461.000,359,911,1587,2176,3086,3911,4658,8714,10737
51,204,204.000,486,1552,3140,4848,6180,11796,13908,24241,34917
52,283,283.000,291,1207,2182,3539,5187,8061,9349,16075,17517
53,294,294.000,384,1162,2223,3380,4056,8041,9163,16739,17586
54,327,327.000,329,1014,2012,3036,3638,7618,9275,16237,20206
55,289,289.000,398,1219,2865,3528,4722,6748,8230,17027,33652
56,206,206.000,309,1760,2994,4808,6206,11243,14894,20780,31051
57,264,264.000,447,1419,2571,3726,4581,8203,10429,19617,20896
58,244,244.000,372,1890,2420,4063,6223,9156,10574,19709,22481
59,389,389.000,367,988,1907,2554,3318,5340,7202,9741,17224
