Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,159.800,1.315,0.647,0.863,1.048,1.380,1.898,2.578,4.932,27.681,0.761
5,176.600,1.052,0.638,0.745,0.851,1.210,1.614,1.920,3.001,7.359,0.950
10,142.800,1.380,0.643,0.880,1.119,1.608,2.129,2.418,3.320,25.899,0.724
15,60.000,2.603,0.837,1.663,2.204,2.821,4.266,5.532,12.750,16.286,0.384
20,124.000,1.456,0.726,0.887,1.012,1.682,2.160,2.905,6.521,29.408,0.687
25,116.200,1.535,0.746,0.935,1.538,1.957,2.201,2.400,3.076,25.617,0.651
30,129.000,1.355,0.738,0.877,1.033,1.832,2.105,2.275,2.916,8.433,0.738
35,115.000,1.476,0.716,0.917,1.096,1.927,2.288,2.641,4.070,18.457,0.678
40,135.800,1.403,0.758,0.952,1.100,1.697,2.297,2.582,4.301,7.529,0.713
45,112.600,1.617,0.825,1.007,1.225,2.045,2.361,2.745,4.791,21.987,0.619
50,110.400,1.600,0.795,0.979,1.204,1.976,2.463,2.843,5.614,16.246,0.625
55,101.600,1.756,0.812,1.072,1.784,2.101,2.409,2.659,3.868,30.629,0.570
