Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,128.600,4.950,1.812,3.148,4.248,6.061,8.426,9.635,13.126,28.993,0.202
5,107.000,5.912,1.859,4.025,5.629,7.492,9.168,10.088,11.214,26.492,0.169
10,135.600,5.030,1.845,3.107,4.103,6.855,8.946,9.858,11.312,14.493,0.199
15,136.400,5.100,1.381,3.225,4.381,6.724,8.615,9.489,10.833,21.637,0.196
20,133.000,4.702,1.822,2.953,4.005,6.250,8.218,8.878,10.469,13.515,0.213
25,138.800,4.919,1.861,2.920,4.138,6.379,8.286,9.555,11.581,57.427,0.203
30,131.800,5.332,1.839,3.042,4.424,6.928,9.422,10.391,14.930,24.443,0.188
35,150.400,4.345,1.853,2.741,3.631,4.918,7.977,9.382,11.434,14.380,0.230
40,121.600,5.566,1.843,3.074,4.313,7.349,9.528,10.711,15.247,54.502,0.180
45,111.800,5.826,1.962,3.859,5.521,7.391,8.994,9.952,12.220,34.870,0.172
50,147.600,4.421,1.516,2.825,3.794,5.518,7.823,8.720,9.742,11.636,0.226
55,147.400,4.534,1.212,2.870,3.719,5.370,8.323,9.288,11.419,19.708,0.221
