Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,1.581,0.955,1.275,1.485,1.791,2.224,2.486,2.972,2.972,0.632
5,17.400,1.349,0.819,1.151,1.298,1.542,1.679,1.700,2.952,2.952,0.741
10,18.200,1.398,0.930,1.166,1.295,1.469,1.800,2.162,3.128,3.128,0.715
15,23.000,1.360,0.837,1.139,1.271,1.424,1.726,2.072,2.818,3.511,0.735
20,20.400,1.329,0.660,1.124,1.251,1.424,1.724,2.027,2.899,3.354,0.752
25,16.000,1.335,0.870,1.181,1.323,1.421,1.567,1.866,2.127,2.127,0.749
30,21.400,1.383,0.785,1.174,1.300,1.498,1.790,2.105,2.559,3.284,0.723
35,18.800,1.354,0.780,1.182,1.330,1.519,1.663,1.771,1.873,1.873,0.739
40,23.000,1.297,0.849,1.134,1.272,1.423,1.495,1.826,2.214,2.306,0.771
45,21.200,1.283,0.714,1.147,1.245,1.413,1.609,1.714,1.927,1.964,0.779
50,16.600,1.430,0.992,1.230,1.394,1.529,1.760,2.012,3.144,3.144,0.699
55,20.000,1.433,1.088,1.285,1.378,1.507,1.660,1.982,2.717,2.717,0.698
