Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,213,213.000,1170,1953,4102,4700,6458,8137,9885,18892,23763
1,196,196.000,1022,2229,4514,5018,6856,9452,13059,18754,18847
2,242,242.000,643,1774,2547,4144,6569,8247,9252,16120,18570
3,195,195.000,566,2146,3388,5072,7120,10182,13569,22429,27114
4,266,266.000,738,1678,2344,3734,5189,8066,9463,16844,18903
5,296,296.000,489,1416,2374,3361,4109,7213,8575,16370,17257
6,334,334.000,429,1215,2241,2974,3719,6088,7753,14091,17451
7,210,210.000,503,1987,3128,4767,6984,10697,12037,14362,18939
8,215,215.000,453,1601,2211,4613,5993,8698,11003,22254,155066
9,229,229.000,449,1643,2377,4347,5252,8334,9403,20413,137131
10,279,279.000,453,1636,2164,3566,4979,8204,10018,17745,19399
11,305,305.000,407,1116,2386,3293,4198,7018,9594,14479,22233
12,144,144.000,1394,2407,5951,6854,9183,11755,15746,22058,68902
13,243,243.000,798,1762,2407,4101,6073,8974,9859,18156,23631
14,229,229.000,465,1990,2534,4352,6299,9501,10778,19590,20799
15,393,393.000,369,968,1925,2526,3362,4482,7422,9422,20307
16,401,401.000,424,946,1955,2500,3252,4677,6924,10619,18596
17,246,246.000,438,1779,2564,4047,6119,9124,10467,17625,18274
18,207,207.000,425,1871,3305,4779,7153,9107,10766,15963,17277
19,229,229.000,458,1389,2727,4366,5618,10080,13550,19716,26980
20,249,249.000,472,1792,2529,3980,5805,8035,9376,18811,19543
21,264,264.000,481,1213,2786,3785,4787,7927,9557,23118,29118
22,208,208.000,447,1784,2900,4764,5777,10192,12933,29765,38707
23,268,268.000,576,1446,2567,3716,5102,8401,9690,16212,16776
24,336,336.000,338,1020,2174,2961,3905,7232,8228,10299,11426
25,270,270.000,434,1155,2616,3669,4796,8068,9797,17218,18498
26,309,309.000,421,986,2144,3221,4113,7935,8805,10184,15632
27,336,336.000,406,920,2077,2971,3602,7542,9964,11184,19274
28,433,433.000,362,905,1949,2298,3200,4106,7140,9225,18125
29,264,264.000,417,1589,2296,3791,5188,8375,9419,17470,18770
30,374,374.000,393,922,1989,2664,3450,6279,7925,9778,15077
31,421,421.000,411,880,2022,2363,3269,4027,6847,8754,16848
32,271,271.000,384,1675,2086,3701,5230,7613,9213,16585,18349
33,342,342.000,402,914,1970,2924,3440,6967,8888,17577,19565
34,335,335.000,387,910,1904,2973,3590,7202,8518,15407,17628
35,396,396.000,366,846,1783,2498,3128,5913,8171,14724,17612
36,382,382.000,356,854,1884,2624,3418,6477,7819,9956,17059
37,379,379.000,341,868,2063,2621,3190,6338,6974,16280,17726
38,344,344.000,346,896,1957,2903,3766,6224,7783,15382,17232
39,336,336.000,343,890,1918,2987,3551,6738,8792,14718,17521
40,298,298.000,375,1443,2121,3342,4704,7492,9114,16228,16706
41,259,259.000,579,1629,2047,3825,5907,7558,8694,15175,16003
42,262,262.000,375,1080,2236,3809,5576,8926,9871,18124,19239
43,212,212.000,601,1776,3577,4704,6659,9297,13805,16262,19081
44,253,253.000,581,1608,2119,3957,5579,8473,10214,14234,16638
45,261,261.000,727,1552,1877,3813,5643,7413,9158,14042,16831
46,338,338.000,341,1136,2160,2951,4096,6124,7181,13493,14614
47,465,465.000,341,796,1719,2149,2825,3639,6170,8474,19450
48,297,297.000,371,1204,1998,3376,4616,7368,9644,16128,16275
49,324,324.000,349,1226,2107,3056,4307,6391,7960,10045,17327
50,518,518.000,330,783,1327,1923,2670,3503,4760,7375,16012
51,239,239.000,333,1740,2713,4198,6007,8984,11018,19365,21517
52,232,232.000,344,1706,2898,4314,6397,8231,11004,17412,20622
53,337,337.000,295,895,2003,2932,3236,6624,9383,15259,26470
54,223,223.000,358,1703,2861,4469,7065,8732,10922,16650,32262
55,286,286.000,447,1090,2509,3482,4068,7301,9535,20572,28341
56,289,289.000,400,1328,2498,3441,4228,7102,8631,17830,44517
57,289,289.000,392,1191,2505,3466,4466,7891,9663,17717,20024
58,375,375.000,359,852,1986,2668,3497,6339,7184,14209,15779
59,283,283.000,369,1232,2201,3478,4622,7625,9898,18076,19623
