Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,143.400,1.420,0.636,0.882,1.060,1.632,2.192,2.627,6.476,19.056,0.704
5,190.200,1.002,0.625,0.734,0.812,1.195,1.501,1.730,2.309,8.453,0.998
10,212.000,0.895,0.608,0.699,0.754,0.895,1.374,1.565,1.881,10.545,1.118
15,203.600,0.875,0.612,0.693,0.752,0.898,1.295,1.503,1.858,10.357,1.143
20,241.400,0.759,0.596,0.676,0.714,0.769,0.847,0.967,1.631,2.597,1.317
25,215.400,0.889,0.600,0.688,0.745,0.890,1.384,1.622,2.188,11.404,1.124
30,200.400,0.903,0.601,0.699,0.755,0.887,1.382,1.580,1.932,12.749,1.107
35,213.600,0.869,0.628,0.724,0.770,0.848,1.140,1.557,1.892,15.610,1.151
40,219.600,0.824,0.654,0.720,0.763,0.822,0.925,1.415,1.856,3.417,1.213
45,227.400,0.846,0.640,0.730,0.772,0.835,0.984,1.479,1.852,6.181,1.182
50,196.600,0.966,0.648,0.755,0.815,1.028,1.515,1.749,2.217,6.710,1.035
55,209.800,0.840,0.660,0.743,0.786,0.854,0.943,1.079,1.800,4.604,1.191
