Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,108.200,6.064,1.614,3.585,5.530,7.698,9.896,11.537,17.288,25.061,0.165
5,131.000,5.168,1.713,3.263,4.631,6.657,8.521,9.701,12.012,16.458,0.194
10,125.400,5.274,1.204,3.550,4.829,6.633,8.278,9.698,12.675,18.374,0.190
15,127.000,5.082,1.613,3.031,4.111,6.261,9.187,10.841,14.475,30.901,0.197
20,157.800,4.259,1.661,2.737,3.664,5.137,7.483,8.542,10.889,12.488,0.235
25,160.200,4.344,1.214,2.813,3.704,5.103,7.463,8.604,11.422,19.685,0.230
30,140.000,4.645,1.111,2.778,3.803,6.385,7.976,9.140,10.634,13.783,0.215
35,149.600,4.594,1.177,2.592,3.527,6.333,8.597,9.417,10.257,21.696,0.218
40,140.600,4.672,1.533,2.654,3.604,6.247,8.510,9.301,10.409,48.262,0.214
45,144.200,4.765,1.276,2.811,4.205,6.305,8.160,9.315,10.659,11.614,0.210
50,153.200,4.386,1.218,2.531,3.699,5.707,7.277,8.312,9.503,66.365,0.228
55,150.000,4.566,1.353,2.653,3.542,5.806,8.341,9.691,13.514,56.509,0.219
