Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,327.600,3.041,0.390,1.109,2.098,3.591,6.437,7.991,16.179,33.735,0.329
5,466.400,2.131,0.336,0.786,1.685,2.777,4.285,5.871,7.839,21.297,0.469
10,441.800,2.253,0.341,0.781,1.690,2.860,5.082,6.198,10.284,20.014,0.444
15,493.200,2.018,0.290,0.730,1.532,2.702,3.947,5.841,8.261,15.408,0.495
20,501.800,1.986,0.281,0.743,1.561,2.674,3.691,5.763,7.349,14.644,0.504
25,549.200,1.815,0.270,0.741,1.483,2.591,3.243,4.042,6.261,24.136,0.551
30,479.200,2.074,0.248,0.759,1.597,2.730,4.267,5.786,7.777,14.128,0.482
35,465.000,2.143,0.268,0.762,1.615,2.813,4.503,5.868,7.696,13.804,0.467
40,554.800,1.797,0.278,0.717,1.496,2.545,3.177,5.424,6.323,11.651,0.556
45,523.200,1.905,0.271,0.717,1.528,2.581,3.355,5.601,6.998,17.226,0.525
50,443.800,2.244,0.309,0.786,1.732,3.039,4.639,5.937,10.429,14.224,0.446
55,499.800,1.992,0.325,0.783,1.638,2.799,3.553,5.260,7.271,16.936,0.502
