Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,1.019,0.364,0.534,0.696,0.940,2.026,2.524,5.599,5.599,0.982
5,15.200,0.571,0.330,0.397,0.455,0.715,0.912,1.061,1.873,1.873,1.752
10,16.400,0.567,0.307,0.387,0.446,0.692,0.798,0.891,2.449,2.449,1.765
15,12.200,0.636,0.286,0.386,0.608,0.760,0.861,0.967,3.127,3.127,1.573
20,12.000,0.564,0.271,0.357,0.543,0.744,0.876,0.979,1.041,1.041,1.773
25,17.600,0.504,0.273,0.354,0.399,0.699,0.802,0.831,1.153,1.153,1.984
30,15.400,0.527,0.318,0.353,0.413,0.627,0.834,0.986,2.368,2.368,1.898
35,15.400,0.455,0.276,0.346,0.372,0.498,0.790,0.840,0.910,0.910,2.199
40,14.200,0.509,0.287,0.353,0.390,0.704,0.855,0.898,0.975,0.975,1.965
45,18.200,0.512,0.298,0.352,0.386,0.514,0.862,1.074,2.465,2.465,1.953
50,16.400,0.433,0.311,0.352,0.389,0.439,0.599,0.734,1.093,1.093,2.309
55,16.400,0.526,0.307,0.359,0.410,0.724,0.811,0.855,1.140,1.140,1.902
