Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,144.200,4.171,1.500,2.592,3.383,5.110,7.040,8.588,12.898,16.517,0.240
5,213.800,3.031,1.167,2.097,2.669,3.271,5.071,6.055,7.549,19.977,0.330
10,201.800,3.084,1.068,2.102,2.656,3.332,5.321,6.393,7.578,17.478,0.324
15,220.200,2.801,1.019,2.091,2.636,3.167,3.711,4.538,7.310,12.843,0.357
20,226.400,2.911,1.261,2.219,2.794,3.308,3.752,4.346,7.070,16.599,0.344
25,231.200,2.710,1.022,2.081,2.592,3.097,3.608,4.281,6.294,9.621,0.369
30,226.200,2.871,1.037,2.054,2.575,3.144,4.435,5.904,7.519,10.350,0.348
35,215.000,2.928,1.041,2.112,2.626,3.219,4.446,5.816,7.895,9.910,0.342
40,196.800,3.253,1.223,2.247,2.858,3.570,5.090,6.355,8.624,23.494,0.307
45,216.000,3.083,1.009,2.163,2.776,3.339,4.872,6.561,8.615,9.961,0.324
50,211.600,3.003,1.023,2.199,2.744,3.285,4.157,5.678,8.317,11.446,0.333
55,218.400,2.993,1.205,2.144,2.683,3.274,4.776,5.787,7.816,9.397,0.334
