Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.200,2.037,0.426,1.010,1.604,2.590,3.928,4.652,7.474,7.474,0.491
5,12.600,0.965,0.372,0.471,0.625,0.969,1.534,2.780,6.379,6.379,1.036
10,13.000,0.922,0.369,0.438,0.503,0.900,1.485,2.540,8.435,8.435,1.085
15,11.400,1.004,0.422,0.535,0.749,1.170,1.922,2.424,4.381,4.381,0.996
20,11.600,0.754,0.388,0.526,0.619,0.974,1.323,1.401,1.461,1.461,1.327
25,13.000,0.810,0.444,0.534,0.623,1.035,1.286,1.480,2.124,2.124,1.235
30,10.400,0.824,0.450,0.535,0.622,1.078,1.307,1.589,3.424,3.424,1.214
35,9.800,0.611,0.390,0.502,0.542,0.616,1.001,1.088,1.434,1.434,1.638
40,14.000,0.898,0.426,0.520,0.586,0.857,1.062,1.259,15.562,15.562,1.114
45,7.200,0.694,0.421,0.515,0.593,0.824,1.107,1.308,1.393,1.393,1.441
50,9.000,0.975,0.496,0.638,0.740,0.969,1.431,1.836,4.902,4.902,1.025
55,10.400,0.754,0.492,0.537,0.620,0.748,1.186,1.631,2.462,2.462,1.326
