Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,1.717,1.103,1.378,1.618,2.034,2.288,2.661,2.792,2.792,0.582
5,16.200,1.524,1.028,1.277,1.414,1.660,1.984,2.228,3.139,3.139,0.656
10,15.400,1.603,1.185,1.426,1.524,1.669,1.918,2.184,3.157,3.157,0.624
15,16.000,1.653,0.885,1.404,1.558,1.787,2.227,2.552,3.273,3.273,0.605
20,13.400,2.170,1.141,1.489,1.734,2.158,3.280,4.000,10.420,10.420,0.461
25,7.400,3.026,1.351,1.667,2.203,3.237,5.804,6.645,16.519,16.519,0.331
30,12.600,1.812,1.084,1.515,1.694,1.800,2.199,2.403,5.552,5.552,0.552
35,15.800,1.740,0.974,1.428,1.677,1.926,2.148,3.117,3.722,3.722,0.575
40,14.400,1.703,1.126,1.463,1.580,1.776,2.106,2.563,4.117,4.117,0.587
45,15.800,1.610,0.992,1.271,1.493,1.743,2.177,2.604,3.865,3.865,0.621
50,21.400,1.449,0.999,1.302,1.420,1.559,1.696,1.901,2.102,2.317,0.690
55,15.000,1.557,1.071,1.277,1.500,1.721,1.994,2.525,2.727,2.727,0.642
