Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,119.600,1.683,0.735,1.173,1.646,1.908,2.176,2.495,6.210,18.891,0.594
5,128.800,1.526,0.729,0.976,1.435,1.786,2.142,2.639,4.968,10.343,0.655
10,115.200,1.721,0.691,1.045,1.676,1.984,2.299,2.664,5.351,35.105,0.581
15,132.000,1.322,0.712,0.825,0.985,1.785,2.013,2.154,2.835,5.388,0.756
20,118.200,1.584,0.745,0.956,1.539,1.898,2.333,2.792,5.372,10.627,0.631
25,88.000,1.734,0.800,1.080,1.663,2.169,2.653,3.118,4.137,6.991,0.577
30,93.600,2.003,0.805,1.785,1.966,2.187,2.487,2.774,5.057,11.169,0.499
35,117.800,1.548,0.797,0.965,1.132,1.989,2.463,3.011,5.326,7.034,0.646
40,110.800,1.693,0.805,0.999,1.256,2.047,2.539,2.954,4.504,55.912,0.591
45,103.400,1.658,0.845,1.084,1.656,2.015,2.327,2.601,3.511,5.896,0.603
50,104.800,1.636,0.817,1.045,1.714,2.053,2.364,2.593,3.346,8.843,0.611
55,98.600,1.828,0.848,1.397,1.896,2.133,2.409,2.560,3.615,7.735,0.547
