Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.800,1.284,0.353,0.636,0.791,1.284,1.964,2.647,15.801,15.801,0.779
5,14.800,0.873,0.316,0.476,0.778,0.986,1.568,2.170,2.935,2.935,1.145
10,13.600,0.791,0.335,0.406,0.475,0.871,1.288,1.781,6.084,6.084,1.265
15,12.000,1.019,0.351,0.454,0.803,1.027,1.934,3.809,5.582,5.582,0.981
20,14.400,0.675,0.313,0.426,0.518,0.812,0.997,1.194,4.552,4.552,1.481
25,10.200,0.745,0.341,0.571,0.749,0.830,1.029,1.082,1.796,1.796,1.343
30,13.400,0.622,0.290,0.392,0.459,0.810,1.012,1.088,2.463,2.463,1.608
35,10.400,0.934,0.329,0.486,0.794,0.969,1.384,2.343,4.900,4.900,1.071
40,14.400,0.720,0.321,0.443,0.765,0.849,0.945,1.061,2.403,2.403,1.388
45,13.200,0.583,0.294,0.378,0.427,0.805,0.941,1.179,1.988,1.988,1.716
50,13.600,0.629,0.333,0.413,0.701,0.812,0.879,0.962,1.173,1.173,1.590
55,11.800,0.861,0.293,0.423,0.772,1.007,1.388,1.707,5.455,5.455,1.161
