Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,1.119,0.350,0.670,0.918,1.200,1.685,2.189,5.625,5.625,0.893
5,16.800,0.648,0.360,0.439,0.500,0.789,0.950,1.046,3.689,3.689,1.544
10,10.800,0.846,0.374,0.474,0.764,0.874,0.981,1.077,8.972,8.972,1.183
15,11.400,0.857,0.348,0.428,0.611,0.833,1.189,2.665,4.970,4.970,1.167
20,11.600,0.885,0.354,0.500,0.770,0.876,1.144,1.636,7.507,7.507,1.130
25,9.800,0.786,0.364,0.461,0.768,1.019,1.268,1.275,1.550,1.550,1.272
30,11.800,0.612,0.373,0.420,0.480,0.827,0.951,0.986,1.000,1.000,1.633
35,10.800,0.802,0.368,0.474,0.768,0.989,1.053,1.347,3.721,3.721,1.246
40,8.600,0.760,0.353,0.435,0.617,1.005,1.301,1.561,1.967,1.967,1.316
45,8.000,0.753,0.369,0.426,0.492,0.840,1.255,2.405,3.523,3.523,1.328
50,11.000,0.725,0.328,0.430,0.619,0.878,0.960,1.555,3.460,3.460,1.379
55,17.400,0.546,0.318,0.394,0.475,0.606,0.808,0.920,1.838,1.838,1.831
