Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.400,1.479,0.948,1.188,1.367,1.598,1.976,2.402,5.228,5.228,0.676
5,16.800,1.508,0.987,1.197,1.341,1.620,2.232,2.350,3.367,3.367,0.663
10,13.400,1.572,0.839,1.247,1.391,1.669,1.917,2.233,7.768,7.768,0.636
15,13.600,1.611,0.987,1.289,1.454,1.755,2.338,2.822,3.328,3.328,0.621
20,13.600,1.525,0.907,1.205,1.391,1.648,2.242,2.391,3.782,3.782,0.656
25,16.200,1.558,0.894,1.137,1.378,1.775,2.416,2.862,3.161,3.161,0.642
30,12.200,1.858,0.999,1.369,1.753,2.216,2.619,3.115,3.785,3.785,0.538
35,15.400,1.475,0.900,1.138,1.308,1.700,2.122,2.413,3.159,3.159,0.678
40,18.800,1.378,0.904,1.144,1.308,1.508,1.896,2.019,2.397,2.397,0.726
45,11.000,1.685,1.003,1.401,1.595,1.806,2.118,3.039,3.627,3.627,0.593
50,21.200,1.416,0.879,1.138,1.309,1.586,1.914,2.258,2.596,2.691,0.706
55,11.800,1.720,1.024,1.328,1.504,1.859,2.707,3.443,3.577,3.577,0.581
