Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,362.600,2.747,0.337,0.950,1.998,3.296,6.111,7.625,13.586,30.655,0.364
5,424.800,2.340,0.284,0.800,1.736,2.910,5.523,6.285,11.330,22.432,0.427
10,441.400,2.253,0.276,0.806,1.648,2.865,4.985,6.355,11.971,18.111,0.444
15,512.000,1.947,0.278,0.725,1.553,2.523,3.433,5.659,7.977,15.225,0.514
20,536.600,1.856,0.291,0.727,1.406,2.571,3.287,5.576,6.603,13.691,0.539
25,491.800,2.027,0.272,0.747,1.597,2.622,3.852,5.653,8.243,25.010,0.493
30,406.800,2.451,0.268,0.770,1.717,2.873,5.653,6.547,12.596,90.469,0.408
35,538.400,1.851,0.279,0.706,1.542,2.559,3.260,5.518,6.576,22.004,0.540
40,537.400,1.855,0.265,0.737,1.556,2.644,3.319,4.759,6.303,13.785,0.539
45,487.800,2.043,0.303,0.775,1.668,2.767,3.652,6.062,7.867,15.890,0.489
50,446.600,2.232,0.278,0.801,1.768,2.965,4.414,6.295,9.657,17.573,0.448
55,472.600,2.107,0.303,0.781,1.732,2.811,3.669,6.084,8.214,16.087,0.475
