Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.400,0.933,0.311,0.461,0.582,0.838,1.861,2.282,8.266,8.266,1.072
5,15.000,0.903,0.356,0.434,0.482,0.810,1.169,3.484,10.950,10.950,1.107
10,17.200,0.588,0.352,0.400,0.455,0.763,0.964,1.013,2.092,2.092,1.701
15,15.600,0.555,0.299,0.391,0.436,0.613,0.863,1.078,2.644,2.644,1.802
20,9.600,0.698,0.340,0.457,0.518,0.659,1.096,2.000,3.242,3.242,1.433
25,12.800,0.614,0.398,0.444,0.498,0.624,0.933,1.099,2.750,2.750,1.628
30,12.000,0.659,0.308,0.423,0.459,0.766,0.996,1.163,3.807,3.807,1.518
35,11.600,0.645,0.346,0.409,0.452,0.589,1.014,1.080,6.238,6.238,1.550
40,16.400,0.561,0.337,0.412,0.454,0.591,0.840,0.996,2.555,2.555,1.781
45,12.800,0.589,0.337,0.411,0.460,0.747,0.907,1.024,1.536,1.536,1.698
50,14.400,0.561,0.324,0.408,0.463,0.677,0.914,0.989,1.263,1.263,1.783
55,14.200,0.548,0.313,0.390,0.427,0.726,0.899,0.967,1.229,1.229,1.824
