Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,141.200,1.397,0.667,0.980,1.202,1.470,1.852,2.187,8.041,26.065,0.716
5,145.800,1.280,0.638,0.822,1.050,1.629,1.942,2.188,2.886,7.551,0.781
10,147.000,1.250,0.630,0.755,0.913,1.499,2.093,2.872,4.099,8.894,0.800
15,129.200,1.466,0.630,0.824,1.461,1.787,2.107,2.481,4.569,17.504,0.682
20,147.600,1.290,0.626,0.857,1.043,1.501,1.952,2.283,3.185,32.305,0.775
25,134.600,1.309,0.611,0.839,1.161,1.718,1.965,2.116,3.000,8.207,0.764
30,141.400,1.255,0.615,0.806,1.056,1.605,1.962,2.243,2.822,3.698,0.797
35,119.000,1.457,0.615,0.838,1.212,1.818,2.205,2.609,6.129,15.327,0.686
40,133.600,1.341,0.642,0.800,1.470,1.766,1.924,2.054,2.227,6.315,0.746
45,149.200,1.170,0.658,0.802,0.915,1.566,1.902,2.036,2.347,10.746,0.855
50,133.800,1.327,0.687,0.835,1.160,1.747,1.965,2.093,2.766,12.916,0.754
55,112.400,1.604,0.688,0.919,1.587,1.921,2.436,2.858,3.710,24.350,0.623
