Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,1.057,0.344,0.520,0.862,1.265,2.378,2.512,3.765,3.765,0.946
5,14.200,0.848,0.355,0.434,0.721,0.828,0.960,1.273,12.991,12.991,1.179
10,12.800,0.936,0.346,0.526,0.798,1.028,1.345,1.667,6.842,6.842,1.068
15,7.000,0.923,0.410,0.580,0.829,1.091,1.236,2.057,2.805,2.805,1.084
20,12.000,0.709,0.340,0.441,0.515,0.926,1.138,1.324,3.845,3.845,1.411
25,9.600,0.928,0.418,0.783,1.004,1.110,1.217,1.283,1.458,1.458,1.077
30,11.000,0.783,0.401,0.470,0.575,0.986,1.277,1.431,3.222,3.222,1.278
35,7.800,1.245,0.328,0.582,1.052,1.159,1.312,1.850,12.166,12.166,0.803
40,6.800,0.713,0.433,0.467,0.580,0.956,1.148,1.271,1.297,1.297,1.402
45,10.600,0.893,0.426,0.490,0.857,1.018,1.198,2.188,3.557,3.557,1.119
50,8.000,0.982,0.409,0.695,0.913,1.203,1.697,1.847,1.856,1.856,1.019
55,6.800,1.122,0.460,0.626,1.022,1.215,1.703,2.797,4.489,4.489,0.891
