Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.400,14.899,7.495,9.661,16.049,18.122,20.652,22.168,28.649,28.649,0.067
5,12.600,10.625,6.816,7.214,7.650,15.419,17.846,18.469,24.516,24.516,0.094
10,7.600,15.315,6.738,12.604,16.148,17.676,19.644,24.145,29.669,29.669,0.065
15,11.000,13.932,6.747,7.694,15.794,17.525,18.333,18.778,19.018,19.018,0.072
20,14.400,9.963,6.578,7.132,7.665,12.684,16.484,17.151,17.792,17.792,0.100
25,12.600,11.495,6.694,7.069,8.161,15.714,17.473,19.003,25.521,25.521,0.087
30,10.000,10.401,6.345,6.759,7.151,15.849,17.502,17.877,20.476,20.476,0.096
35,15.000,10.667,6.217,6.847,7.549,15.506,17.305,20.474,21.828,21.828,0.094
40,11.200,12.213,6.698,7.370,12.205,17.626,18.531,19.206,21.369,21.369,0.082
45,12.800,12.504,6.454,7.164,12.370,17.293,18.259,21.059,22.139,22.139,0.080
50,10.400,13.037,6.434,7.598,12.225,18.181,20.799,23.977,25.870,25.870,0.077
55,15.000,10.106,6.462,6.980,7.224,16.876,18.253,18.679,19.499,19.499,0.099
